run_id,started_at,mode,condition,N,target_hz,modules,block,batch_id,repeat,old_relative_path,new_relative_path,duration_s,main_duration_s,main_packets,main_status,full_status,full_review_reasons,main_rate_Hz,main_Lmean_B,main_packet_Mbit_s,main_raw_arrival_Mbit_s,main_K_ESKD_mean,main_q_ESKF,main_ESKF_count,main_ESKD_count,source_local_firmware,deployment_confirmed,main_eligible,main_review_reasons,main_outer_crc_errors,main_outer_missing_sequence_numbers,main_missing_valid_expected_updates,main_interior_unassigned_raw_bytes,source_review,timing_note,replacement_batch_id,primary_matrix_selected,selection_reason,pc_max_completion_gap_ms,host_max_enqueue_gap_ms,host_packet_span_rate_Hz,independent_raw_audit
20260907_015929_769209,2026-09-07T01:59:29.769209+01:00,DELTA,zero_load,3,200,M1_M2_M3,1,BATCH_4938ea384f0d4a39bc04cb6a3bb282be,3,20260907_015929_769209,DELTA/Zero_load/N=3/200Hz/M1_M2_M3/Repeat_3,40.00396489998093,30.00396489998093,6005,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file,200.14021546878348,364.55620316402997,0.5836988564138446,0.5836988564138446,9.717139031466191,0.005051346100471829,91,17924,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 89.9641 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,89.96410001418553,7.0,200.1800420098023,PASS_no_detected_internal_transport_or_cache_chain_errors
20260907_020041_855845,2026-09-07T02:00:41.855845+01:00,DELTA,zero_load,3,200,M0_M2_M3,1,BATCH_9143ccc92d6444ee8de5e350756c8565,1,20260907_020041_855845,DELTA/Zero_load/N=3/200Hz/M0_M2_M3/Repeat_1,40.00033300000359,30.000333000003593,6003,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.09777891463008,363.4765950358154,0.581846874832953,0.5818471414966597,9.5617500976617,0.004997501249375313,90,17919,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 4040.8594 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,4040.859400003683,7.0,200.1066880042675,PASS_no_detected_internal_transport_or_cache_chain_errors
20260907_020121_954165,2026-09-07T02:01:21.954165+01:00,DELTA,zero_load,3,200,M0_M2_M3,1,BATCH_9143ccc92d6444ee8de5e350756c8565,2,20260907_020121_954165,DELTA/Zero_load/N=3/200Hz/M0_M2_M3/Repeat_2,40.001057200017385,30.001057200017385,6004,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.12628088307903,368.4010659560293,0.5898138816251364,0.5898141482824061,10.387010378305993,0.004996668887408394,90,17922,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 105.9314 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,105.93140000128187,7.0,200.1266835578077,PASS_no_detected_internal_transport_or_cache_chain_errors
20260907_020202_020960,2026-09-07T02:02:02.020960+01:00,DELTA,zero_load,3,200,M0_M2_M3,1,BATCH_9143ccc92d6444ee8de5e350756c8565,3,20260907_020202_020960,DELTA/Zero_load/N=3/200Hz/M0_M2_M3/Repeat_3,40.00468000001274,30.00468000001274,6004,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.1021174029335,371.7461692205197,0.5950975647796417,0.5950978314047148,10.947327307220176,0.004996668887408394,90,17922,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 34.0697 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,34.06969999196008,7.0,200.11334088939262,PASS_no_detected_internal_transport_or_cache_chain_errors
20260907_020319_422751,2026-09-07T02:03:19.422751+01:00,DELTA,zero_load,3,200,M0_M1_M3,1,BATCH_effca0df2e304d6fbd3170267cc6b254,1,20260907_020319_422751,DELTA/Zero_load/N=3/200Hz/M0_M1_M3/Repeat_1,40.0003083999909,30.0003083999909,6003,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file,200.09794299320674,325.0258204231218,0.5202959846907685,0.5202959846907685,3.1211005078408394,0.004997501249375313,90,17919,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 171.9377 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,171.93770001176745,7.0,200.09334577943727,PASS_no_detected_internal_transport_or_cache_chain_errors
20260907_020359_444605,2026-09-07T02:03:59.444605+01:00,DELTA,zero_load,3,200,M0_M1_M3,1,BATCH_effca0df2e304d6fbd3170267cc6b254,2,20260907_020359_444605,DELTA/Zero_load/N=3/200Hz/M0_M1_M3/Repeat_2,40.00447200000053,30.004472000000533,6004,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.10350457091508,327.34110592938043,0.5240168198927054,0.5240170865196269,3.5093181564557527,0.004996668887408394,90,17922,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 30.7269 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,30.72690000408329,7.0,200.1200120012001,PASS_no_detected_internal_transport_or_cache_chain_errors
20260907_020439_495918,2026-09-07T02:04:39.495918+01:00,DELTA,zero_load,3,200,M0_M1_M3,1,BATCH_effca0df2e304d6fbd3170267cc6b254,3,20260907_020439_495918,DELTA/Zero_load/N=3/200Hz/M0_M1_M3/Repeat_3,40.00053670001216,30.000536700012162,6006,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file,200.19641848599213,331.61305361305364,0.531101965252293,0.5311016985903969,4.225680499776885,0.004995004995004995,90,17928,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 81.6465 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,81.64650000981055,7.0,200.14665200146652,PASS_no_detected_internal_transport_or_cache_chain_errors
20260907_020547_996772,2026-09-07T02:05:47.996772+01:00,DELTA,zero_load,3,200,M0_M1_M2,1,BATCH_5fbbc50f1d3f4cbc9371467ee380b749,1,20260907_020547_996772,DELTA/Zero_load/N=3/200Hz/M0_M1_M2/Repeat_1,40.00333269999828,30.003332699998282,6007,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.2110918831475,384.6435824870984,0.6160792930846999,0.6160795597217458,13.108861747811053,0.00499417346429166,90,17931,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 161.8899 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,161.8898999877274,7.0,200.17331022530328,PASS_no_detected_internal_transport_or_cache_chain_errors
20260907_020628_047087,2026-09-07T02:06:28.047087+01:00,DELTA,zero_load,3,200,M0_M1_M2,1,BATCH_5fbbc50f1d3f4cbc9371467ee380b749,2,20260907_020628_047087,DELTA/Zero_load/N=3/200Hz/M0_M1_M2/Repeat_2,40.00061509999796,30.000615099997958,6006,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file,200.19589531683997,400.0835830835831,0.640760728935898,0.640760728935898,15.694723337795628,0.004995004995004995,90,17928,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 32.6591 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,32.65909999026917,7.0,200.1933591145486,PASS_no_detected_internal_transport_or_cache_chain_errors
20260907_020708_105510,2026-09-07T02:07:08.105510+01:00,DELTA,zero_load,3,200,M0_M1_M2,1,BATCH_5fbbc50f1d3f4cbc9371467ee380b749,3,20260907_020708_105510,DELTA/Zero_load/N=3/200Hz/M0_M1_M2/Repeat_3,40.00301689998014,30.00301689998014,6006,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file,200.179869245215,384.2171162171162,0.6153002566889272,0.6153002566889272,13.037037037037036,0.004995004995004995,90,17928,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 35.5288 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,35.52879998460412,7.0,200.1866853352002,PASS_no_detected_internal_transport_or_cache_chain_errors
20260907_020810_266713,2026-09-07T02:08:10.266713+01:00,DELTA,zero_load,4,200,M0_M1_M2_M3,1,BATCH_b3e4cf69fc4e4f66be277a0c7d909f35,1,20260907_020810_266713,DELTA/Zero_load/N=4/200Hz/M0_M1_M2_M3/Repeat_1,40.00204700001632,30.00204700001632,6004,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.11967850049479,472.97701532311794,0.7572160659566877,0.75721633260516,9.772556076330767,0.004996668887408394,120,23896,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 35.7228 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,35.72280000662431,7.0,200.14670089687593,PASS_no_detected_internal_transport_or_cache_chain_errors
20260907_020850_322476,2026-09-07T02:08:50.322476+01:00,DELTA,zero_load,4,200,M0_M1_M2_M3,1,BATCH_b3e4cf69fc4e4f66be277a0c7d909f35,2,20260907_020850_322476,DELTA/Zero_load/N=4/200Hz/M0_M1_M2_M3/Repeat_2,40.00352160001057,30.003521600010572,6048,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,201.57633762557623,481.63492063492066,0.776689626993379,0.7766898936287462,10.857878775289768,0.005001653439153439,121,24071,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 440.5779 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,440.5779000080656,7.0,200.12576118612657,PASS_no_detected_internal_transport_or_cache_chain_errors
20260907_020930_401399,2026-09-07T02:09:30.401399+01:00,DELTA,zero_load,4,200,M0_M1_M2_M3,1,BATCH_b3e4cf69fc4e4f66be277a0c7d909f35,3,20260907_020930_401399,DELTA/Zero_load/N=4/200Hz/M0_M1_M2_M3/Repeat_3,40.00431170000229,30.00431170000229,6004,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.1045736369797,470.83144570286476,0.7537242055780361,0.7537244722063821,9.503013056578506,0.004996668887408394,120,23896,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 29.3617 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,29.361699998844415,7.0,200.1200120012001,PASS_no_detected_internal_transport_or_cache_chain_errors
